Customer_ID,Customer Country,Booking_ID,Hotel,City,Booking Date,Lead Time ,Arrival Date,Adults,Childrens,Total Guests,No. of Weekend Nights,No. of Week Nights,Total Nights Stay,Meal Type,Booking Status,Customer Cancel Count,Average Daily Rate,Market Segment,Reserved Room Type,Assigned Room Type,Special Request
CUST_131,India,INN00157,Resort Hotel,Kolkata,13-Oct-23,94,15-Jan-24,2,0,2,0,3,3,Breakfast,1,2,124,Online Self / TA,Deluxe,Deluxe,1
CUST_322,India,INN00158,Resort Hotel,Kolkata,17-Oct-23,110,4-Feb-24,2,0,2,0,3,3,Breakfast,0,0,111,Company TA/TO,Deluxe,Premium,0
CUST_473,USA,INN00159,City Hotel,Jaipur,30-Sep-23,96,4-Jan-24,2,0,2,0,1,1,Not Selected,0,0,74,Company TA/TO,Standard,Standard,0
CUST_064,UK,INN00160,City Hotel,Chandigarh,25-Sep-24,79,13-Dec-24,2,0,2,1,0,1,Not Selected,0,0,134,Online Self / TA,Deluxe,Deluxe,0
CUST_022,India,INN00161,City Hotel,Bangalore,18-Dec-23,115,11-Apr-24,2,0,2,2,2,4,Breakfast,0,2,167,Online Self / TA,Premium,Premium,0
CUST_595,Germany,INN00162,City Hotel,Bangalore,14-Mar-24,111,3-Jul-24,2,2,4,2,2,4,Breakfast,1,1,123,Online Self / TA,Standard,Standard,2
CUST_572,India,INN00163,City Hotel,Lucknow,9-Mar-24,51,29-Apr-24,2,0,2,2,2,4,Breakfast,1,2,118,Online Self / TA,Premium,Premium,2
CUST_083,USA,INN00164,Resort Hotel,Jaipur,2-Oct-23,94,4-Jan-24,2,0,2,1,1,2,Not Selected,0,1,171,Company TA/TO,Deluxe,Deluxe,1
CUST_281,India,INN00165,Resort Hotel,Delhi,26-Nov-23,81,15-Feb-24,2,0,2,0,2,2,Breakfast,0,0,210,Company TA/TO,Premium,Premium,0
CUST_439,Canada,INN00166,Resort Hotel,Jaipur,8-May-24,84,31-Jul-24,2,0,2,2,1,3,Breakfast & Dinner,1,2,97,Online Self / TA,Deluxe,Deluxe,2
CUST_364,UK,INN00167,Resort Hotel,Hyderabad,20-Feb-24,51,11-Apr-24,2,0,2,0,2,2,Breakfast,1,1,118,Online Self / TA,Premium,Premium,2
CUST_172,India,INN00168,Resort Hotel,Jaipur,4-Jul-24,111,23-Oct-24,2,0,2,0,2,2,Breakfast,0,0,135,Online Self / TA,Standard,Standard,2
CUST_001,India,INN00169,City Hotel,Ahmedabad,5-Oct-24,0,5-Oct-24,2,0,2,1,2,3,Breakfast,0,1,135,Company TA/TO,Premium,Premium,0
CUST_579,Canada,INN00170,City Hotel,Bangalore,7-Oct-24,2,9-Oct-24,2,0,2,1,0,1,Not Selected,1,1,131,Online Self / TA,Standard,Deluxe,0
CUST_137,UAE,INN00171,City Hotel,Indore,16-Dec-24,7,23-Dec-24,2,0,2,0,2,2,Breakfast,1,3,98,Online Self / TA,Standard,Deluxe,2
CUST_500,India,INN00172,Resort Hotel,Mumbai,5-Aug-24,98,11-Nov-24,1,0,1,1,2,3,Not Selected,0,1,87,Online Self / TA,Deluxe,Premium,1
CUST_410,India,INN00173,Resort Hotel,Chandigarh,16-Apr-24,95,20-Jul-24,2,1,3,1,3,4,Breakfast,1,1,97,Company TA/TO,Deluxe,Deluxe,1
CUST_207,UAE,INN00174,Resort Hotel,Bhopal,17-Oct-24,48,4-Dec-24,2,0,2,0,4,4,Breakfast,1,1,167,Online Self / TA,Premium,Premium,0
CUST_244,UK,INN00175,Resort Hotel,Mumbai,27-Dec-23,66,2-Mar-24,2,0,2,0,1,1,Breakfast,0,0,92,Online Self / TA,Standard,Standard,0
CUST_328,Australia,INN00176,Resort Hotel,Ahmedabad,29-Oct-23,104,10-Feb-24,1,0,1,0,1,1,Not Selected,0,1,74,Company TA/TO,Standard,Standard,1
CUST_230,India,INN00177,Resort Hotel,Chennai,22-Feb-24,28,21-Mar-24,3,0,3,1,4,5,Not Selected,0,0,123,Online Self / TA,Premium,Premium,0
CUST_599,Canada,INN00178,Resort Hotel,Pune,28-Aug-24,34,1-Oct-24,2,0,2,0,2,2,Breakfast,1,2,175,Online Self / TA,Premium,Premium,0
CUST_246,France,INN00179,Resort Hotel,Bhopal,18-Jul-24,98,24-Oct-24,2,0,2,2,5,7,Not Selected,0,0,118,Online Self / TA,Standard,Deluxe,1
CUST_351,India,INN00180,City Hotel,Indore,6-Dec-23,104,19-Mar-24,2,0,2,0,2,2,Breakfast & Dinner,0,0,118,Online Self / TA,Premium,Premium,0
CUST_489,Canada,INN00181,City Hotel,Delhi,11-Dec-23,68,17-Feb-24,1,0,1,0,3,3,Breakfast,1,1,185,Company TA/TO,Premium,Premium,0
CUST_373,USA,INN00182,City Hotel,Jaipur,6-Dec-23,86,1-Mar-24,2,0,2,1,3,4,Breakfast,1,1,71,Online Self / TA,Standard,Standard,1
CUST_349,Canada,INN00183,City Hotel,Bhopal,9-Jun-23,258,22-Feb-24,2,0,2,0,1,1,Not Selected,0,2,47,Online Self / TA,Standard,Standard,0
CUST_509,Canada,INN00184,City Hotel,Indore,2-Oct-23,111,21-Jan-24,2,0,2,1,1,2,Breakfast,0,0,151,Company TA/TO,Standard,Standard,1
CUST_117,UAE,INN00185,Resort Hotel,Goa,17-Mar-24,94,19-Jun-24,2,0,2,1,5,6,Breakfast,1,1,87,Online Self / TA,Deluxe,Deluxe,0
CUST_008,Australia,INN00186,Resort Hotel,Indore,4-Mar-24,112,24-Jun-24,2,0,2,0,2,2,Breakfast,0,0,121,Company TA/TO,Standard,Deluxe,1
CUST_233,USA,INN00187,Resort Hotel,Delhi,29-Jun-24,100,7-Oct-24,2,0,2,1,3,4,Breakfast,0,0,64,Online Self / TA,Deluxe,Premium,1
CUST_577,UAE,INN00188,Resort Hotel,Bangalore,2-Feb-24,33,6-Mar-24,2,0,2,1,4,5,Breakfast,1,1,157,Company TA/TO,Premium,Premium,1
CUST_518,Australia,INN00189,Resort Hotel,Chennai,8-Jan-24,97,14-Apr-24,2,0,2,2,3,5,Breakfast,0,0,91,Online Self / TA,Deluxe,Deluxe,2
CUST_228,Australia,INN00190,Resort Hotel,Chennai,25-Sep-24,80,14-Dec-24,2,2,4,2,2,4,Breakfast,1,2,73,Online Self / TA,Standard,Standard,0
CUST_369,Canada,INN00191,City Hotel,Bangalore,15-Nov-23,90,13-Feb-24,2,0,2,1,2,3,Breakfast,1,2,111,Online Self / TA,Deluxe,Deluxe,0
CUST_517,UAE,INN00192,City Hotel,Bangalore,3-Mar-24,111,22-Jun-24,2,0,2,0,1,1,Breakfast,0,1,94,Online Self / TA,Standard,Standard,0
CUST_123,USA,INN00193,City Hotel,Delhi,1-Oct-24,65,5-Dec-24,2,0,2,0,4,4,Breakfast,0,0,84,Direct,Deluxe,Deluxe,0
CUST_338,Australia,INN00194,Resort Hotel,Kochi,14-Apr-24,67,20-Jun-24,2,2,4,1,2,3,Breakfast & Dinner,0,0,74,Online Self / TA,Standard,Standard,1
CUST_449,Canada,INN00195,Resort Hotel,Ahmedabad,22-Jul-24,55,15-Sep-24,2,0,2,4,10,14,Breakfast,0,0,82,Online Self / TA,Standard,Standard,2
CUST_598,Australia,INN00196,Resort Hotel,Hyderabad,29-Nov-24,21,20-Dec-24,2,0,2,1,2,3,Breakfast,0,1,186,Online Self / TA,Premium,Premium,1
CUST_430,India,INN00197,Resort Hotel,Bangalore,27-Jul-24,8,4-Aug-24,2,0,2,0,1,1,Breakfast,0,0,135,Direct,Standard,Standard,1
CUST_526,France,INN00198,Resort Hotel,Pune,25-Jun-24,8,3-Jul-24,2,0,2,2,1,3,Breakfast,0,2,135,Direct,Standard,Standard,1
CUST_198,Australia,INN00199,City Hotel,Bangalore,12-Sep-24,0,12-Sep-24,2,0,2,0,4,4,Breakfast,0,1,110,Online Self / TA,Standard,Standard,3
CUST_280,India,INN00200,City Hotel,Indore,21-Jun-24,0,21-Jun-24,2,0,2,1,2,3,Breakfast & Dinner,0,0,195,Groups,Deluxe,Deluxe,0
CUST_077,UAE,INN00201,City Hotel,Hyderabad,18-Aug-24,0,18-Aug-24,2,0,2,1,4,5,Not Selected,0,1,110,Online Self / TA,Standard,Standard,3
CUST_370,India,INN00202,Resort Hotel,Bangalore,31-Oct-24,8,8-Nov-24,2,0,2,0,2,2,Breakfast,0,0,193,Online Self / TA,Premium,Premium,1
CUST_437,UAE,INN00203,Resort Hotel,Indore,3-Apr-24,66,8-Jun-24,2,0,2,2,2,4,Not Selected,0,0,97,Groups,Deluxe,Deluxe,2
CUST_040,India,INN00204,Resort Hotel,Lucknow,30-Apr-24,88,27-Jul-24,2,0,2,1,2,3,Breakfast,0,0,150,Online Self / TA,Deluxe,Deluxe,1
CUST_059,Canada,INN00205,Resort Hotel,Mumbai,8-Jul-24,0,8-Jul-24,2,0,2,2,1,3,Breakfast,0,1,98,Online Self / TA,Standard,Standard,0
CUST_243,USA,INN00206,Resort Hotel,Mumbai,9-Oct-24,43,21-Nov-24,2,0,2,0,3,3,Breakfast,1,3,92,Online Self / TA,Standard,Standard,0
CUST_291,India,INN00207,Resort Hotel,Mumbai,29-May-24,88,25-Aug-24,2,0,2,1,3,4,Breakfast,1,1,139,Online Self / TA,Premium,Premium,2
CUST_037,UAE,INN00208,Resort Hotel,Chennai,9-Jan-24,54,3-Mar-24,2,0,2,2,3,5,Breakfast,0,0,80,Direct,Deluxe,Deluxe,0
CUST_031,India,INN00209,Resort Hotel,Hyderabad,9-Jun-23,292,27-Mar-24,2,0,2,2,4,6,Breakfast,0,1,47,Online Self / TA,Standard,Standard,0
CUST_262,India,INN00210,City Hotel,Bhopal,22-Feb-24,112,13-Jun-24,2,0,2,0,0,0,Breakfast,1,2,127,Company TA/TO,Deluxe,Premium,1
CUST_119,Canada,INN00211,City Hotel,Chandigarh,28-Jun-24,68,4-Sep-24,2,2,4,0,3,3,Breakfast,1,2,107,Online Self / TA,Premium,Premium,1
CUST_422,India,INN00212,City Hotel,Ahmedabad,19-Jan-24,7,26-Jan-24,1,0,1,1,1,2,Breakfast,0,1,131,Company TA/TO,Standard,Deluxe,2
CUST_280,India,INN00213,City Hotel,Bhopal,31-May-24,1,1-Jun-24,2,1,3,0,1,1,Breakfast,0,0,131,Online Self / TA,Standard,Standard,1
CUST_250,India,INN00214,Resort Hotel,Pune,29-Jun-24,113,20-Oct-24,2,0,2,2,1,3,Breakfast,0,1,123,Direct,Standard,Standard,1
CUST_382,India,INN00215,Resort Hotel,Goa,2-Dec-24,5,7-Dec-24,2,0,2,2,2,4,Breakfast,1,3,146,Online Self / TA,Deluxe,Deluxe,1
CUST_581,India,INN00216,Resort Hotel,Bangalore,14-Mar-24,83,5-Jun-24,2,0,2,1,1,2,Not Selected,1,1,111,Direct,Standard,Standard,1
CUST_025,Germany,INN00217,Resort Hotel,Chandigarh,11-Mar-24,105,24-Jun-24,2,0,2,0,2,2,Breakfast,0,1,74,Company TA/TO,Standard,Deluxe,1
CUST_245,Germany,INN00218,Resort Hotel,Chennai,11-Mar-24,0,11-Mar-24,2,0,2,2,5,7,Breakfast,1,1,61,Online Self / TA,Standard,Standard,0
CUST_397,UAE,INN00219,Resort Hotel,Chennai,10-Aug-24,1,11-Aug-24,2,0,2,0,3,3,Breakfast,0,1,105,Online Self / TA,Standard,Standard,1
CUST_426,France,INN00220,Resort Hotel,Delhi,17-Sep-24,1,18-Sep-24,2,0,2,2,5,7,Breakfast,1,1,105,Online Self / TA,Standard,Deluxe,1
CUST_530,India,INN00221,City Hotel,Ahmedabad,12-Oct-24,1,13-Oct-24,1,0,1,0,2,2,Not Selected,0,1,105,Corporate,Standard,Standard,1
CUST_052,India,INN00222,City Hotel,Kochi,24-Jun-24,102,4-Oct-24,2,0,2,0,1,1,Breakfast,1,1,66,Online Self / TA,Standard,Standard,1
CUST_204,UK,INN00223,City Hotel,Chennai,14-Dec-23,113,5-Apr-24,2,0,2,1,5,6,Breakfast,0,0,78,Online Self / TA,Premium,Premium,1
CUST_264,UK,INN00224,Resort Hotel,Chennai,28-Apr-23,280,2-Feb-24,2,0,2,0,2,2,Breakfast,0,0,112,Groups,Deluxe,Deluxe,1
CUST_085,Germany,INN00225,Resort Hotel,Goa,10-Oct-23,96,14-Jan-24,2,0,2,1,3,4,Not Selected,0,2,107,Company TA/TO,Premium,Premium,1
CUST_549,Canada,INN00226,Resort Hotel,Bhopal,21-Dec-22,394,19-Jan-24,2,0,2,0,2,2,Breakfast,0,0,90,Online Self / TA,Deluxe,Deluxe,0
CUST_317,UAE,INN00227,Resort Hotel,Kolkata,14-Mar-24,33,16-Apr-24,2,0,2,2,2,4,Breakfast,0,0,155,Online Self / TA,Premium,Premium,0
CUST_163,USA,INN00228,Resort Hotel,Ahmedabad,8-Jun-24,82,29-Aug-24,2,0,2,2,2,4,Breakfast,0,0,112,Online Self / TA,Standard,Standard,1
CUST_141,India,INN00229,Resort Hotel,Pune,12-Jul-24,100,20-Oct-24,2,2,4,0,2,2,Breakfast,0,0,130,Direct,Premium,Premium,3
CUST_345,Germany,INN00230,Resort Hotel,Lucknow,22-Oct-23,100,30-Jan-24,2,0,2,1,2,3,Breakfast,0,0,100,Groups,Premium,Premium,2
CUST_077,UAE,INN00231,Resort Hotel,Bhopal,12-Nov-24,17,29-Nov-24,2,0,2,1,1,2,Breakfast,0,1,123,Direct,Deluxe,Premium,3
CUST_056,France,INN00232,City Hotel,Chandigarh,30-Jan-24,68,7-Apr-24,2,0,2,1,3,4,Breakfast,1,2,124,Online Self / TA,Standard,Standard,1
CUST_107,UAE,INN00233,Resort Hotel,Lucknow,3-Nov-24,12,15-Nov-24,2,0,2,0,2,2,Breakfast,0,1,146,Online Self / TA,Premium,Premium,0
CUST_356,France,INN00234,Resort Hotel,Bhopal,31-Aug-24,77,16-Nov-24,2,0,2,1,0,1,Not Selected,1,1,97,Online Self / TA,Deluxe,Deluxe,0
CUST_103,USA,INN00235,Resort Hotel,Kolkata,26-May-24,24,19-Jun-24,2,0,2,0,1,1,Breakfast,0,1,123,Direct,Deluxe,Premium,1
CUST_576,France,INN00236,Resort Hotel,Lucknow,18-Jun-24,44,1-Aug-24,2,0,2,2,6,8,Not Selected,1,1,153,Company TA/TO,Premium,Premium,0
CUST_185,Germany,INN00237,Resort Hotel,Jaipur,9-Jan-24,78,27-Mar-24,2,0,2,0,2,2,Breakfast,0,0,82,Company TA/TO,Standard,Standard,2
CUST_266,France,INN00238,Resort Hotel,Chennai,21-May-24,17,7-Jun-24,2,0,2,1,3,4,Breakfast,0,0,105,Direct,Standard,Standard,0
CUST_503,USA,INN00239,City Hotel,Goa,29-Jul-24,103,9-Nov-24,2,0,2,2,2,4,Not Selected,0,1,65,Online Self / TA,Standard,Standard,0
CUST_461,India,INN00240,Resort Hotel,Delhi,18-Aug-24,16,3-Sep-24,2,0,2,1,0,1,Not Selected,1,1,98,Online Self / TA,Standard,Standard,1
CUST_051,India,INN00241,Resort Hotel,Mumbai,23-Oct-24,14,6-Nov-24,2,0,2,2,4,6,Not Selected,0,1,75,Company TA/TO,Standard,Standard,1
CUST_359,Canada,INN00242,Resort Hotel,Pune,8-Nov-23,77,24-Jan-24,2,0,2,1,2,3,Breakfast,1,2,66,Online Self / TA,Standard,Standard,0
CUST_318,Australia,INN00243,Resort Hotel,Chandigarh,24-Aug-24,90,22-Nov-24,2,0,2,0,2,2,Breakfast,0,0,91,Groups,Standard,Standard,0
CUST_464,UK,INN00244,Resort Hotel,Pune,17-Feb-24,90,17-May-24,2,2,4,0,2,2,Not Selected,0,0,94,Direct,Standard,Standard,0
CUST_352,India,INN00245,Resort Hotel,Pune,11-Mar-24,90,9-Jun-24,2,0,2,1,0,1,Breakfast,0,1,119,Online Self / TA,Premium,Premium,0
CUST_570,India,INN00246,City Hotel,Kochi,24-Nov-23,366,24-Nov-24,2,0,2,0,2,2,Breakfast,1,1,135,Online Self / TA,Premium,Premium,0
CUST_130,India,INN00247,City Hotel,Delhi,29-Jun-23,249,4-Mar-24,2,0,2,0,3,3,Breakfast,0,1,112,Company TA/TO,Standard,Standard,1
CUST_074,UK,INN00248,Resort Hotel,Kochi,10-Nov-23,69,18-Jan-24,2,0,2,0,4,4,Breakfast,0,0,118,Online Self / TA,Standard,Deluxe,2
CUST_400,India,INN00249,Resort Hotel,Lucknow,21-Oct-24,10,31-Oct-24,2,0,2,1,2,3,Breakfast,1,1,131,Company TA/TO,Standard,Deluxe,0
CUST_407,UAE,INN00250,Resort Hotel,Chennai,20-Aug-24,22,11-Sep-24,2,0,2,1,3,4,Breakfast,0,0,88,Online Self / TA,Standard,Standard,0
CUST_136,France,INN00251,Resort Hotel,Bangalore,14-Mar-24,91,13-Jun-24,2,1,3,2,1,3,Breakfast,0,1,74,Online Self / TA,Standard,Standard,1
CUST_400,India,INN00252,Resort Hotel,Delhi,15-Mar-24,23,7-Apr-24,2,0,2,2,3,5,Breakfast,0,1,98,Online Self / TA,Standard,Standard,0
CUST_477,UAE,INN00253,Resort Hotel,Kochi,9-Feb-24,11,20-Feb-24,2,0,2,0,4,4,Not Selected,0,0,111,Company TA/TO,Standard,Deluxe,1
CUST_130,India,INN00254,City Hotel,Bangalore,4-Apr-24,3,7-Apr-24,2,1,3,1,1,2,Not Selected,1,1,131,Online Self / TA,Standard,Standard,1
CUST_537,UAE,INN00255,City Hotel,Jaipur,5-Nov-24,13,18-Nov-24,2,0,2,0,3,3,Breakfast,1,1,185,Online Self / TA,Premium,Premium,1
CUST_291,India,INN00256,Resort Hotel,Bhopal,13-Jun-24,108,29-Sep-24,2,0,2,2,4,6,Not Selected,0,1,87,Online Self / TA,Deluxe,Deluxe,2
CUST_010,India,INN00257,Resort Hotel,Mumbai,2-Feb-24,91,3-May-24,1,0,1,0,1,1,Breakfast,0,2,74,Company TA/TO,Standard,Standard,1
CUST_128,Australia,INN00258,Resort Hotel,Ahmedabad,18-Aug-24,37,24-Sep-24,2,1,3,0,2,2,Breakfast & Dinner,0,1,120,Company TA/TO,Deluxe,Premium,1
CUST_299,Canada,INN00259,Resort Hotel,Goa,17-Feb-24,21,9-Mar-24,2,0,2,0,3,3,Not Selected,0,1,98,Direct,Standard,Deluxe,1
CUST_107,UAE,INN00260,Resort Hotel,Kolkata,10-Dec-23,106,25-Mar-24,2,1,3,2,3,5,Breakfast & Dinner,0,1,96,Online Self / TA,Premium,Premium,2
CUST_326,France,INN00261,Resort Hotel,Ahmedabad,13-Jun-24,30,13-Jul-24,2,0,2,1,1,2,Breakfast,1,2,197,Company TA/TO,Premium,Premium,1
CUST_268,Australia,INN00262,City Hotel,Delhi,3-Aug-24,30,2-Sep-24,2,0,2,1,1,2,Not Selected,0,0,197,Online Self / TA,Premium,Premium,1
CUST_082,India,INN00263,City Hotel,Kolkata,9-Sep-24,51,30-Oct-24,1,0,1,1,3,4,Breakfast,0,0,123,Company TA/TO,Premium,Premium,0
CUST_455,Germany,INN00264,City Hotel,Chennai,3-Sep-24,79,21-Nov-24,2,0,2,2,2,4,Breakfast,0,1,82,Online Self / TA,Standard,Standard,2
CUST_013,USA,INN00265,City Hotel,Bangalore,28-Nov-24,21,19-Dec-24,2,0,2,2,1,3,Breakfast,1,1,165,Online Self / TA,Deluxe,Premium,3
CUST_306,France,INN00266,Resort Hotel,Kochi,10-May-24,35,14-Jun-24,2,0,2,2,5,7,Not Selected,0,1,149,Direct,Premium,Premium,0
CUST_250,India,INN00267,Resort Hotel,Goa,24-Jun-24,78,10-Sep-24,2,0,2,0,2,2,Breakfast,1,1,107,Online Self / TA,Standard,Standard,2
CUST_066,France,INN00268,Resort Hotel,Ahmedabad,12-Jan-24,31,12-Feb-24,2,0,2,2,1,3,Breakfast,0,1,161,Company TA/TO,Deluxe,Premium,1
CUST_366,France,INN00269,Resort Hotel,Indore,19-May-24,78,5-Aug-24,3,0,3,0,3,3,Breakfast,0,1,134,Groups,Deluxe,Deluxe,2
CUST_427,UAE,INN00270,Resort Hotel,Bhopal,11-Apr-24,78,28-Jun-24,2,0,2,0,2,2,Breakfast,0,1,144,Online Self / TA,Premium,Premium,2
CUST_581,India,INN00271,Resort Hotel,Kochi,5-May-24,44,18-Jun-24,2,0,2,0,1,1,Breakfast,0,1,152,Online Self / TA,Premium,Premium,0
CUST_237,UAE,INN00272,City Hotel,Pune,28-May-24,34,1-Jul-24,3,0,3,2,4,6,Breakfast,0,0,126,Direct,Premium,Premium,3
CUST_378,Australia,INN00273,City Hotel,Delhi,7-May-24,87,2-Aug-24,2,0,2,1,2,3,Breakfast & Dinner,0,4,134,Direct,Deluxe,Premium,2
CUST_600,India,INN00274,City Hotel,Lucknow,4-Sep-24,11,15-Sep-24,3,0,3,0,2,2,Breakfast,0,1,160,Direct,Deluxe,Deluxe,0
CUST_094,UK,INN00275,City Hotel,Indore,23-Jun-24,115,16-Oct-24,2,2,4,1,0,1,Breakfast,0,0,121,Online Self / TA,Standard,Standard,2
CUST_232,India,INN00276,Resort Hotel,Chandigarh,12-Feb-24,86,8-May-24,2,0,2,2,4,6,Breakfast,0,1,112,Direct,Deluxe,Premium,0
CUST_412,India,INN00277,Resort Hotel,Bhopal,7-Aug-24,41,17-Sep-24,2,0,2,0,2,2,Breakfast & Dinner,0,0,111,Online Self / TA,Premium,Premium,0
CUST_004,UK,INN00278,Resort Hotel,Jaipur,24-Apr-24,32,26-May-24,3,0,3,2,1,3,Breakfast,0,1,106,Online Self / TA,Deluxe,Deluxe,0
CUST_352,India,INN00279,Resort Hotel,Indore,20-Jun-24,34,24-Jul-24,2,0,2,0,3,3,Breakfast,0,1,95,Online Self / TA,Deluxe,Premium,3
CUST_455,Germany,INN00280,Resort Hotel,Indore,19-Oct-24,34,22-Nov-24,2,2,4,2,5,7,Breakfast,0,1,109,Online Self / TA,Premium,Premium,1
CUST_508,Australia,INN00281,Resort Hotel,Delhi,2-Jul-24,100,10-Oct-24,2,0,2,1,1,2,Breakfast,0,2,154,Groups,Standard,Standard,0
CUST_085,Germany,INN00282,Resort Hotel,Lucknow,10-Apr-24,44,24-May-24,2,0,2,1,3,4,Not Selected,1,2,121,Online Self / TA,Standard,Standard,0
CUST_195,Germany,INN00283,City Hotel,Lucknow,24-Jul-23,304,23-May-24,2,0,2,0,4,4,Not Selected,0,0,91,Company TA/TO,Standard,Standard,1
CUST_315,Germany,INN00284,City Hotel,Delhi,10-Apr-24,36,16-May-24,2,0,2,0,4,4,Not Selected,1,2,127,Online Self / TA,Premium,Premium,0
CUST_401,India,INN00285,Resort Hotel,Pune,12-Aug-24,117,7-Dec-24,2,0,2,1,4,5,Breakfast,0,0,144,Online Self / TA,Deluxe,Deluxe,1
CUST_328,Australia,INN00286,Resort Hotel,Indore,28-Nov-23,70,6-Feb-24,2,0,2,0,2,2,Not Selected,0,1,100,Online Self / TA,Standard,Standard,2
CUST_101,India,INN00287,Resort Hotel,Hyderabad,19-Dec-23,110,7-Apr-24,2,0,2,2,2,4,Breakfast,1,2,139,Online Self / TA,Premium,Premium,1
CUST_219,Canada,INN00288,Resort Hotel,Lucknow,28-Jul-24,109,14-Nov-24,2,0,2,2,2,4,Breakfast,0,0,74,Company TA/TO,Standard,Deluxe,1
CUST_380,India,INN00289,City Hotel,Jaipur,26-Jul-24,33,28-Aug-24,2,0,2,0,1,1,Breakfast,0,1,90,Online Self / TA,Premium,Premium,1
CUST_101,India,INN00290,City Hotel,Bangalore,28-May-24,33,30-Jun-24,2,0,2,1,2,3,Breakfast,1,2,123,Online Self / TA,Premium,Premium,0
CUST_351,India,INN00291,City Hotel,Mumbai,19-Feb-24,33,23-Mar-24,2,0,2,1,3,4,Breakfast,0,0,123,Corporate,Premium,Premium,0
CUST_224,UK,INN00292,City Hotel,Ahmedabad,25-Apr-24,0,25-Apr-24,2,0,2,1,1,2,Breakfast,1,1,123,Online Self / TA,Standard,Standard,0
CUST_468,Australia,INN00293,City Hotel,Indore,20-Sep-24,0,20-Sep-24,2,0,2,1,1,2,Breakfast,0,1,145,Online Self / TA,Standard,Standard,1
CUST_323,USA,INN00294,Resort Hotel,Lucknow,4-Mar-24,0,4-Mar-24,2,1,3,2,1,3,Breakfast,0,0,153,Company TA/TO,Premium,Premium,0
CUST_272,India,INN00295,Resort Hotel,Bangalore,14-Aug-24,0,14-Aug-24,2,0,2,2,1,3,Breakfast,0,0,131,Online Self / TA,Standard,Standard,1
CUST_499,Canada,INN00296,Resort Hotel,Lucknow,5-Aug-24,84,28-Oct-24,2,0,2,0,3,3,Breakfast,0,0,100,Company TA/TO,Standard,Standard,0
CUST_099,Canada,INN00297,Resort Hotel,Indore,24-Nov-23,71,3-Feb-24,2,0,2,0,1,1,Breakfast & Dinner,1,1,66,Online Self / TA,Standard,Standard,0
CUST_598,Australia,INN00298,Resort Hotel,Mumbai,5-Feb-24,16,21-Feb-24,2,0,2,2,2,4,Breakfast,0,1,123,Company TA/TO,Deluxe,Deluxe,1
CUST_066,France,INN00299,Resort Hotel,Bhopal,14-Dec-23,54,6-Feb-24,2,0,2,2,1,3,Breakfast & Dinner,1,1,123,Online Self / TA,Premium,Premium,0
CUST_004,UK,INN00300,Resort Hotel,Chennai,8-Mar-24,8,16-Mar-24,2,0,2,2,6,8,Breakfast,0,1,131,Direct,Standard,Standard,0
CUST_072,India,INN00301,Resort Hotel,Kolkata,8-Oct-24,36,13-Nov-24,2,0,2,0,3,3,Breakfast,1,2,105,Company TA/TO,Deluxe,Premium,0
CUST_526,France,INN00302,Resort Hotel,Kolkata,25-Aug-24,40,4-Oct-24,2,0,2,0,2,2,Breakfast,0,2,166,Direct,Standard,Standard,0
CUST_442,India,INN00303,Resort Hotel,Bangalore,16-Mar-24,59,14-May-24,2,2,4,2,1,3,Breakfast,0,0,111,Direct,Deluxe,Deluxe,2
CUST_320,India,INN00304,Resort Hotel,Hyderabad,31-Dec-23,79,19-Mar-24,2,0,2,1,2,3,Breakfast,0,1,214,Direct,Premium,Premium,0
CUST_068,Australia,INN00305,Resort Hotel,Mumbai,23-Mar-24,32,24-Apr-24,3,0,3,1,0,1,Breakfast,1,2,178,Online Self / TA,Premium,Premium,0
CUST_548,Australia,INN00306,City Hotel,Goa,22-Nov-23,110,11-Mar-24,2,0,2,2,1,3,Breakfast,0,1,114,Online Self / TA,Standard,Deluxe,1
CUST_354,UK,INN00307,City Hotel,Chandigarh,13-Apr-24,33,16-May-24,2,0,2,0,2,2,Breakfast,1,1,129,Online Self / TA,Premium,Premium,0
CUST_587,UAE,INN00308,City Hotel,Goa,29-Dec-23,53,20-Feb-24,2,2,4,0,4,4,Breakfast,1,2,153,Online Self / TA,Premium,Premium,0
CUST_266,France,INN00309,City Hotel,Bhopal,20-May-24,2,22-May-24,2,0,2,0,1,1,Breakfast & Dinner,0,0,98,Online Self / TA,Standard,Standard,2
CUST_316,France,INN00310,Resort Hotel,Jaipur,20-Oct-24,8,28-Oct-24,2,0,2,1,3,4,Breakfast,1,1,169,Online Self / TA,Standard,Standard,2
CUST_091,India,INN00311,Resort Hotel,Jaipur,2-Aug-24,72,13-Oct-24,2,0,2,1,0,1,Breakfast,1,1,93,Online Self / TA,Standard,Standard,2
CUST_166,France,INN00312,Resort Hotel,Kolkata,27-Feb-24,12,10-Mar-24,1,0,1,0,2,2,Breakfast,0,1,132,Direct,Standard,Standard,0
CUST_559,Canada,INN00313,Resort Hotel,Kolkata,31-May-24,48,18-Jul-24,2,0,2,2,1,3,Breakfast,0,2,123,Company TA/TO,Deluxe,Premium,1
CUST_522,India,INN00314,Resort Hotel,Hyderabad,26-Apr-24,90,25-Jul-24,2,0,2,2,5,7,Breakfast,1,1,117,Online Self / TA,Standard,Deluxe,1
